,rate,ampl,duration
CP1_mov_15_0,0.3333333333333333,1.469486641824492e-06,164.0
CP1_rel_15_0,1.3333333333333333,1.2687263793728337e-06,108.0
CP1_rel_15_1,1.3333333333333333,5.773478898878378e-07,132.0
CP1_post_15_0,1.0,1.2178618737737323e-06,128.0
CP1_post_15_1,1.0,2.0009949146608703e-06,160.0
CP1_post_15_2,1.0,2.780777217317327e-06,152.0
CP1_p-post_15_0,0.3993610223642173,1.3675953412907e-06,140.0
CP1_p-pre_16_0,0,0,0
CP1_pre_16_0,1.0,1.830294831703267e-06,112.0
CP1_prep_16_0,0,0,0
CP1_mov_16_0,0.6666666666666666,5.847889711625988e-07,108.0
CP1_mov_16_1,0.6666666666666666,1.0266076464540605e-06,136.0
CP1_rel_16_0,0.6666666666666666,6.753897241828741e-07,104.0
CP1_post_16_0,0.3333333333333333,7.8843750251515e-07,132.0
CP1_p-post_16_0,0.3993610223642173,1.3660255209263218e-06,216.0
CP1_p-pre_17_0,0,0,0
CP1_pre_17_0,1.0,2.3051056403792635e-06,104.0
CP1_prep_17_0,1.6666666666666667,9.379649856903123e-07,108.0
CP1_mov_17_0,0,0,0
CP1_rel_17_0,0,0,0
CP1_post_17_0,1.0,1.242495921197494e-06,104.0
CP1_post_17_1,1.0,1.1101935889831338e-06,112.0
CP1_post_17_2,1.0,1.4520887841494278e-06,136.0
CP1_p-post_17_0,0.7987220447284346,1.725586900596992e-06,128.0
CP1_p-post_17_1,0.7987220447284346,1.5114543013511557e-06,112.0
CP1_p-pre_18_0,0,0,0
CP1_pre_18_0,0,0,0
CP1_prep_18_0,1.6666666666666667,1.622664777707484e-06,132.0
CP1_mov_18_0,0.3333333333333333,9.955817482290728e-07,136.0
CP1_rel_18_0,0.6666666666666666,9.845548241300544e-07,108.0
CP1_post_18_0,0,0,0
CP1_p-post_18_0,0,0,0
CP1_p-pre_19_0,0,0,0
CP1_pre_19_0,0,0,0
CP1_prep_19_0,0,0,0
CP1_mov_19_0,0.6666666666666666,1.5914946946789701e-06,188.0
CP1_mov_19_1,0.6666666666666666,2.542689027320338e-06,128.0
CP1_rel_19_0,0.6666666666666666,2.3346690635892223e-06,108.0
CP1_post_19_0,0.6666666666666666,1.6332950363069115e-06,156.0
CP1_post_19_1,0.6666666666666666,6.639393250036244e-07,140.0
CP1_p-post_19_0,0.3993610223642173,1.867674807694485e-06,236.0
CP1_p-pre_20_0,2.5,1.1408798590721639e-06,132.0
CP1_pre_20_0,0,0,0
CP1_prep_20_0,0,0,0
CP1_mov_20_0,0.3333333333333333,1.418045787766492e-06,108.0
CP1_rel_20_0,0,0,0
CP1_post_20_0,0.3333333333333333,1.3819740145573676e-06,120.0
CP1_p-post_20_0,0.3993610223642173,2.2416669296488965e-06,108.0
CP1_p-pre_21_0,0,0,0
CP1_pre_21_0,0,0,0
CP1_prep_21_0,0,0,0
CP1_mov_21_0,0.3333333333333333,1.5206414403542744e-06,132.0
CP1_rel_21_0,0.6666666666666666,1.5308506220464533e-06,116.0
CP1_post_21_0,1.0,1.5308506220464533e-06,192.0
CP1_post_21_1,1.0,6.87947195074883e-07,108.0
CP1_post_21_2,1.0,7.319715598615913e-07,128.0
CP1_p-post_21_0,0.3993610223642173,7.319715598615913e-07,128.0
CP1_p-pre_22_0,0,0,0
CP1_pre_22_0,1.0,9.285682460348552e-07,120.0
CP1_prep_22_0,0,0,0
CP1_mov_22_0,0.6666666666666666,1.9715489500255685e-06,168.0
CP1_mov_22_1,0.6666666666666666,1.2506487603741169e-06,124.0
CP1_rel_22_0,0.6666666666666666,9.417836245866793e-07,140.0
CP1_post_22_0,0,0,0
CP1_p-post_22_0,0,0,0
CP1_p-pre_23_0,0,0,0
CP1_pre_23_0,0,0,0
CP1_prep_23_0,1.6666666666666667,1.1178267779364302e-06,112.0
CP1_mov_23_0,0.6666666666666666,7.84016681449462e-07,108.0
CP1_mov_23_1,0.6666666666666666,1.1416758721808364e-06,144.0
CP1_rel_23_0,0.6666666666666666,2.040439818004399e-06,140.0
CP1_post_23_0,0.6666666666666666,1.8287116621166577e-06,112.0
CP1_post_23_1,0.6666666666666666,1.2430316389389953e-06,128.0
CP1_p-post_23_0,1.1980830670926517,8.031658160552438e-07,108.0
CP1_p-post_23_1,1.1980830670926517,1.6975176844520365e-06,256.0
CP1_p-post_23_2,1.1980830670926517,1.0692230341469522e-06,112.0
CP1_p-pre_24_0,0,0,0
CP1_pre_24_0,0,0,0
CP1_prep_24_0,0,0,0
CP1_mov_24_0,0,0,0
CP1_rel_24_0,1.3333333333333333,4.369570440365442e-07,128.0
CP1_rel_24_1,1.3333333333333333,4.605986022549477e-07,132.0
CP1_post_24_0,0.6666666666666666,2.71804026922411e-06,144.0
CP1_post_24_1,0.6666666666666666,1.6494858592990516e-06,156.0
CP1_p-post_24_0,0.7987220447284346,8.826148875594936e-07,164.0
CP1_p-post_24_1,0.7987220447284346,1.066764600543639e-06,104.0
CP1_p-pre_25_0,0,0,0
CP1_pre_25_0,0,0,0
CP1_prep_25_0,0,0,0
CP1_mov_25_0,0.3333333333333333,6.05890943604159e-07,132.0
CP1_rel_25_0,0,0,0
CP1_post_25_0,0.3333333333333333,3.3349147706210565e-06,204.0
CP1_p-post_25_0,0.7987220447284346,1.0161460375430474e-06,128.0
CP1_p-post_25_1,0.7987220447284346,1.6712398683013692e-06,140.0
CP1_p-pre_26_0,0,0,0
CP1_pre_26_0,1.0,9.345803090193124e-07,132.0
CP1_prep_26_0,0,0,0
CP1_mov_26_0,0.3333333333333333,1.6542566758315035e-06,104.0
CP1_rel_26_0,0.6666666666666666,1.0293767642697303e-06,112.0
CP1_post_26_0,0.3333333333333333,1.8164620302531286e-06,108.0
CP1_p-post_26_0,0.7987220447284346,1.6950179604430433e-06,104.0
CP1_p-post_26_1,0.7987220447284346,9.59573829528893e-07,116.0
CP1_p-pre_27_0,0,0,0
CP1_pre_27_0,0,0,0
CP1_prep_27_0,0,0,0
CP1_mov_27_0,0.3333333333333333,1.0975550629433858e-06,176.0
CP1_rel_27_0,0.6666666666666666,1.1252096358379847e-06,152.0
CP1_post_27_0,0.6666666666666666,1.160900794108842e-06,112.0
CP1_post_27_1,0.6666666666666666,1.7414298228942988e-06,120.0
CP1_p-post_27_0,0.7987220447284346,8.484045015243195e-07,128.0
CP1_p-post_27_1,0.7987220447284346,1.0869128404012144e-06,120.0
FC3_p-pre_1_0,0,0,0
FC3_pre_1_0,0,0,0
FC3_prep_1_0,0,0,0
FC3_mov_1_0,0.3333333333333333,3.1915670692894006e-06,132.0
FC3_rel_1_0,0.6666666666666666,3.819469658367947e-06,152.0
FC3_post_1_0,0.3333333333333333,3.819469658367947e-06,124.0
FC3_p-post_1_0,0.3993610223642173,2.0159552465669754e-06,108.0
FC3_p-pre_2_0,0,0,0
FC3_pre_2_0,0,0,0
FC3_prep_2_0,0,0,0
FC3_mov_2_0,0,0,0
FC3_rel_2_0,0.6666666666666666,1.149700598865397e-06,132.0
FC3_post_2_0,0.3333333333333333,5.168658218555797e-06,192.0
FC3_p-post_2_0,0,0,0
FC3_p-pre_3_0,0,0,0
FC3_pre_3_0,1.0,2.035431602243492e-06,108.0
FC3_prep_3_0,0,0,0
FC3_mov_3_0,0.3333333333333333,2.581229992259934e-06,128.0
FC3_rel_3_0,0.6666666666666666,2.6769997292057715e-06,148.0
FC3_post_3_0,0.3333333333333333,2.080783252767934e-06,128.0
FC3_p-post_3_0,0,0,0
FC3_p-pre_4_0,0,0,0
FC3_pre_4_0,0,0,0
FC3_prep_4_0,0,0,0
FC3_mov_4_0,0,0,0
FC3_rel_4_0,0.6666666666666666,2.325624097474145e-06,128.0
FC3_post_4_0,0,0,0
FC3_p-post_4_0,0.3993610223642173,4.199812761307097e-06,112.0
FC3_p-pre_5_0,0,0,0
FC3_pre_5_0,0,0,0
FC3_prep_5_0,0,0,0
FC3_mov_5_0,0.3333333333333333,1.1349079718647335e-06,136.0
FC3_rel_5_0,0,0,0
FC3_post_5_0,0.3333333333333333,2.7040805847104234e-06,128.0
FC3_p-post_5_0,0,0,0
FC3_p-pre_6_0,0,0,0
FC3_pre_6_0,1.0,1.94214386122544e-06,104.0
FC3_prep_6_0,0,0,0
FC3_mov_6_0,0.6666666666666666,1.666036333902528e-06,120.0
FC3_mov_6_1,0.6666666666666666,2.421545920375707e-06,164.0
FC3_rel_6_0,0.6666666666666666,1.2855525476896715e-06,172.0
FC3_post_6_0,0.3333333333333333,2.4190430239094067e-06,132.0
FC3_p-post_6_0,0,0,0
FC3_p-pre_7_0,2.5,3.311691759438174e-06,124.0
FC3_pre_7_0,1.0,2.338682707968814e-06,132.0
FC3_prep_7_0,0,0,0
FC3_mov_7_0,0,0,0
FC3_rel_7_0,0.6666666666666666,1.2842374557999205e-06,136.0
FC3_post_7_0,0.3333333333333333,3.2077035444144324e-06,116.0
FC3_p-post_7_0,0,0,0
FC3_p-pre_8_0,0,0,0
FC3_pre_8_0,0,0,0
FC3_prep_8_0,0,0,0
FC3_mov_8_0,0,0,0
FC3_rel_8_0,0,0,0
FC3_post_8_0,0.3333333333333333,4.458854941201162e-06,104.0
FC3_p-post_8_0,0,0,0
FC3_p-pre_9_0,0,0,0
FC3_pre_9_0,0,0,0
FC3_prep_9_0,0,0,0
FC3_mov_9_0,0.3333333333333333,3.950436276320228e-06,108.0
FC3_rel_9_0,0.6666666666666666,3.0034771235789917e-06,144.0
FC3_post_9_0,0.3333333333333333,1.3193320807345814e-06,116.0
FC3_p-post_9_0,0.3993610223642173,2.0471870168184506e-06,160.0
FC3_p-pre_10_0,2.5,2.822178983301693e-06,160.0
FC3_pre_10_0,1.0,2.822178983301693e-06,108.0
FC3_prep_10_0,0,0,0
FC3_mov_10_0,0,0,0
FC3_rel_10_0,0,0,0
FC3_post_10_0,0,0,0
FC3_p-post_10_0,0.3993610223642173,6.047947120653565e-06,108.0
FC3_p-pre_11_0,0,0,0
FC3_pre_11_0,0,0,0
FC3_prep_11_0,0,0,0
FC3_mov_11_0,0.3333333333333333,3.637449482897408e-06,220.0
FC3_rel_11_0,0,0,0
FC3_post_11_0,0,0,0
FC3_p-post_11_0,0.3993610223642173,2.459596077910501e-06,140.0
FC3_p-pre_12_0,0,0,0
FC3_pre_12_0,0,0,0
FC3_prep_12_0,0,0,0
FC3_mov_12_0,0.3333333333333333,3.212501431938484e-06,140.0
FC3_rel_12_0,0,0,0
FC3_post_12_0,0,0,0
FC3_p-post_12_0,0.3993610223642173,1.9552705870135905e-06,108.0
FC3_p-pre_13_0,0,0,0
FC3_pre_13_0,1.0,2.7183997071654874e-06,152.0
FC3_prep_13_0,1.6666666666666667,2.0021023143089345e-06,140.0
FC3_mov_13_0,1.0,2.3534697855954586e-06,104.0
FC3_mov_13_1,1.0,4.269991916228231e-06,192.0
FC3_mov_13_2,1.0,3.1655167668769655e-06,132.0
FC3_rel_13_0,0,0,0
FC3_post_13_0,0.6666666666666666,1.347090697963886e-06,124.0
FC3_post_13_1,0.6666666666666666,3.605959921648559e-06,136.0
FC3_p-post_13_0,0.3993610223642173,3.605959921648559e-06,136.0
FC3_p-pre_14_0,0,0,0
FC3_pre_14_0,1.0,1.2929183962747914e-06,120.0
FC3_prep_14_0,1.6666666666666667,1.9468023891461198e-06,128.0
FC3_mov_14_0,0,0,0
FC3_rel_14_0,1.3333333333333333,2.0357468674550046e-06,112.0
FC3_rel_14_1,1.3333333333333333,1.665192705761117e-06,104.0
FC3_post_14_0,0.6666666666666666,2.5313685143231727e-06,116.0
FC3_post_14_1,0.6666666666666666,3.913733497609041e-06,132.0
FC3_p-post_14_0,0.7987220447284346,2.031772546605983e-06,116.0
FC3_p-post_14_1,0.7987220447284346,2.725867186625974e-06,124.0
FC3_p-pre_15_0,0,0,0
FC3_pre_15_0,0,0,0
FC3_prep_15_0,0,0,0
FC3_mov_15_0,0,0,0
FC3_rel_15_0,0,0,0
FC3_post_15_0,0.3333333333333333,2.4151163625640674e-06,132.0
FC3_p-post_15_0,1.1980830670926517,1.967261627872402e-06,116.0
FC3_p-post_15_1,1.1980830670926517,1.8351230658098433e-06,136.0
FC3_p-post_15_2,1.1980830670926517,1.4884860239438222e-06,116.0
FC3_p-pre_16_0,0,0,0
FC3_pre_16_0,0,0,0
FC3_prep_16_0,0,0,0
FC3_mov_16_0,0,0,0
FC3_rel_16_0,0,0,0
FC3_post_16_0,0.3333333333333333,2.236771433057126e-06,164.0
FC3_p-post_16_0,0.7987220447284346,1.7511318679621641e-06,116.0
FC3_p-post_16_1,0.7987220447284346,2.2195533693694767e-06,104.0
FC3_p-pre_17_0,0,0,0
FC3_pre_17_0,0,0,0
FC3_prep_17_0,0,0,0
FC3_mov_17_0,0.6666666666666666,2.158262509754736e-06,152.0
FC3_mov_17_1,0.6666666666666666,1.4775478145414256e-06,148.0
FC3_rel_17_0,0.6666666666666666,2.2572858681827846e-06,152.0
FC3_post_17_0,0.3333333333333333,2.1913966228074584e-06,112.0
FC3_p-post_17_0,0.3993610223642173,1.6873233969802345e-06,108.0
FC3_p-pre_18_0,0,0,0
FC3_pre_18_0,0,0,0
FC3_prep_18_0,0,0,0
FC3_mov_18_0,0.3333333333333333,2.4757237666345576e-06,104.0
FC3_rel_18_0,0,0,0
FC3_post_18_0,0.3333333333333333,3.9887687036303495e-06,152.0
FC3_p-post_18_0,0.3993610223642173,2.6644372431774957e-06,164.0
FC3_p-pre_19_0,0,0,0
FC3_pre_19_0,0,0,0
FC3_prep_19_0,1.6666666666666667,1.0326773802535597e-06,148.0
FC3_mov_19_0,0.3333333333333333,4.318517711441737e-06,148.0
FC3_rel_19_0,0,0,0
FC3_post_19_0,0,0,0
FC3_p-post_19_0,0.3993610223642173,1.4760233828404077e-06,104.0
FC3_p-pre_20_0,0,0,0
FC3_pre_20_0,1.0,4.375696880034977e-06,128.0
FC3_prep_20_0,0,0,0
FC3_mov_20_0,0,0,0
FC3_rel_20_0,0,0,0
FC3_post_20_0,0.3333333333333333,1.6437083934696784e-06,136.0
FC3_p-post_20_0,0,0,0
FC3_p-pre_21_0,0,0,0
FC3_pre_21_0,1.0,3.565882399733e-06,104.0
FC3_prep_21_0,0,0,0
FC3_mov_21_0,0.3333333333333333,4.434944666328659e-06,164.0
FC3_rel_21_0,0.6666666666666666,4.434944666328659e-06,152.0
FC3_post_21_0,0.3333333333333333,2.47155811697901e-06,172.0
FC3_p-post_21_0,0.3993610223642173,1.7326777889483655e-06,140.0
FC3_p-pre_22_0,0,0,0
FC3_pre_22_0,1.0,1.92188138000825e-06,144.0
FC3_prep_22_0,0,0,0
FC3_mov_22_0,0.3333333333333333,1.4028414074459746e-06,108.0
FC3_rel_22_0,0,0,0
FC3_post_22_0,0.3333333333333333,2.474207404985976e-06,184.0
FC3_p-post_22_0,0.7987220447284346,2.474207404985976e-06,188.0
FC3_p-post_22_1,0.7987220447284346,2.83709286707886e-06,140.0
FC3_p-pre_23_0,0,0,0
FC3_pre_23_0,0,0,0
FC3_prep_23_0,0,0,0
FC3_mov_23_0,0.6666666666666666,2.727532125225507e-06,148.0
FC3_mov_23_1,0.6666666666666666,2.0767098272122742e-06,104.0
FC3_rel_23_0,0.6666666666666666,3.2450992495538628e-06,136.0
FC3_post_23_0,0,0,0
FC3_p-post_23_0,1.1980830670926517,1.3053749320028995e-06,152.0
FC3_p-post_23_1,1.1980830670926517,2.4107731650720967e-06,188.0
FC3_p-post_23_2,1.1980830670926517,1.9624352215703134e-06,120.0
FC3_p-pre_24_0,0,0,0
FC3_pre_24_0,1.0,1.8372501282654575e-06,152.0
FC3_prep_24_0,0,0,0
FC3_mov_24_0,0.3333333333333333,1.015710640513676e-06,116.0
FC3_rel_24_0,1.3333333333333333,1.7345851673582617e-06,108.0
FC3_rel_24_1,1.3333333333333333,1.5068209678604007e-06,112.0
FC3_post_24_0,0.6666666666666666,2.9387460094834778e-06,144.0
FC3_post_24_1,0.6666666666666666,4.6261335214962796e-06,224.0
FC3_p-post_24_0,0.3993610223642173,1.1410316781423406e-06,120.0
FC3_p-pre_25_0,0,0,0
FC3_pre_25_0,1.0,3.4850475817013316e-06,184.0
FC3_prep_25_0,0,0,0
FC3_mov_25_0,0.6666666666666666,1.3193646972355092e-06,128.0
FC3_mov_25_1,0.6666666666666666,1.2503149079653439e-06,232.0
FC3_rel_25_0,0,0,0
FC3_post_25_0,0.6666666666666666,2.763956433784772e-06,128.0
FC3_post_25_1,0.6666666666666666,2.841886249337748e-06,152.0
FC3_p-post_25_0,0.3993610223642173,2.5871237472393038e-06,120.0
FC3_p-pre_26_0,0,0,0
FC3_pre_26_0,0,0,0
FC3_prep_26_0,0,0,0
FC3_mov_26_0,0.6666666666666666,1.92496185114545e-06,136.0
FC3_mov_26_1,0.6666666666666666,8.640506702759683e-07,104.0
FC3_rel_26_0,0.6666666666666666,3.3294357362667386e-06,184.0
FC3_post_26_0,0.3333333333333333,2.5509096299145268e-06,136.0
FC3_p-post_26_0,0,0,0
FC3_p-pre_27_0,0,0,0
FC3_pre_27_0,0,0,0
FC3_prep_27_0,0,0,0
FC3_mov_27_0,0.6666666666666666,1.2463946586037208e-06,136.0
FC3_mov_27_1,0.6666666666666666,2.0170978829512314e-06,132.0
FC3_rel_27_0,1.3333333333333333,2.0170978829512314e-06,124.0
FC3_rel_27_1,1.3333333333333333,2.9936431857147517e-06,124.0
FC3_post_27_0,0.3333333333333333,2.1315474754875376e-06,188.0
FC3_p-post_27_0,0.3993610223642173,2.131170871725488e-06,156.0
C5_p-pre_1_0,0,0,0
C5_pre_1_0,0,0,0
C5_prep_1_0,0,0,0
C5_mov_1_0,0.3333333333333333,2.1328145162476554e-06,136.0
C5_rel_1_0,0,0,0
C5_post_1_0,0.3333333333333333,1.4797525274452268e-06,128.0
C5_p-post_1_0,0.3993610223642173,1.8205449083206797e-06,156.0
C5_p-pre_2_0,2.5,2.1096009016325463e-06,172.0
C5_pre_2_0,2.0,2.1096009016325463e-06,104.0
C5_pre_2_1,2.0,2.3025450886802747e-06,284.0
C5_prep_2_0,1.6666666666666667,2.3025450886802747e-06,284.0
C5_mov_2_0,0.3333333333333333,2.0250019679267063e-06,108.0
C5_rel_2_0,0,0,0
C5_post_2_0,0.6666666666666666,2.2210480754394657e-06,116.0
C5_post_2_1,0.6666666666666666,3.289071687785572e-06,124.0
C5_p-post_2_0,0.7987220447284346,2.221209272180881e-06,132.0
C5_p-post_2_1,0.7987220447284346,2.086467381908498e-06,116.0
C5_p-pre_3_0,0,0,0
C5_pre_3_0,0,0,0
C5_prep_3_0,0,0,0
C5_mov_3_0,0.6666666666666666,2.0451734450810437e-06,124.0
C5_mov_3_1,0.6666666666666666,3.0227645457879394e-06,104.0
C5_rel_3_0,0.6666666666666666,2.209762600684564e-06,112.0
C5_post_3_0,1.0,1.149734128646612e-06,128.0
C5_post_3_1,1.0,1.3595070400209098e-06,168.0
C5_post_3_2,1.0,1.4309376363327847e-06,132.0
C5_p-post_3_0,0.3993610223642173,2.5104721210709135e-06,116.0
C5_p-pre_4_0,0,0,0
C5_pre_4_0,0,0,0
C5_prep_4_0,1.6666666666666667,2.5360417065655942e-06,116.0
C5_mov_4_0,0.6666666666666666,2.8489474822581486e-06,104.0
C5_mov_4_1,0.6666666666666666,1.670069765711011e-06,148.0
C5_rel_4_0,0.6666666666666666,1.670069765711011e-06,144.0
C5_post_4_0,0.3333333333333333,3.108827728347755e-06,108.0
C5_p-post_4_0,0.3993610223642173,2.130343022566168e-06,132.0
C5_p-pre_5_0,0,0,0
C5_pre_5_0,0,0,0
C5_prep_5_0,0,0,0
C5_mov_5_0,0.3333333333333333,3.767410144600039e-06,120.0
C5_rel_5_0,0.6666666666666666,3.767410144600039e-06,116.0
C5_post_5_0,0.6666666666666666,1.3917732188824938e-06,168.0
C5_post_5_1,0.6666666666666666,1.260008461479959e-06,108.0
C5_p-post_5_0,0,0,0
C5_p-pre_6_0,2.5,2.6156844007042223e-06,108.0
C5_pre_6_0,0,0,0
C5_prep_6_0,0,0,0
C5_mov_6_0,0.3333333333333333,2.5823467546454533e-06,120.0
C5_rel_6_0,0,0,0
C5_post_6_0,0.6666666666666666,2.4433363018184717e-06,120.0
C5_post_6_1,0.6666666666666666,1.5600025231617795e-06,140.0
C5_p-post_6_0,0,0,0
C5_p-pre_7_0,0,0,0
C5_pre_7_0,0,0,0
C5_prep_7_0,0,0,0
C5_mov_7_0,0,0,0
C5_rel_7_0,0,0,0
C5_post_7_0,0,0,0
C5_p-post_7_0,0.3993610223642173,2.878094690340118e-06,144.0
C5_p-pre_8_0,0,0,0
C5_pre_8_0,0,0,0
C5_prep_8_0,0,0,0
C5_mov_8_0,0.3333333333333333,2.643419315015342e-06,236.0
C5_rel_8_0,0,0,0
C5_post_8_0,0.3333333333333333,2.610963897989759e-06,200.0
C5_p-post_8_0,0,0,0
C5_p-pre_9_0,0,0,0
C5_pre_9_0,0,0,0
C5_prep_9_0,0,0,0
C5_mov_9_0,0.6666666666666666,2.7137926481438484e-06,124.0
C5_mov_9_1,0.6666666666666666,2.8920399314526838e-06,140.0
C5_rel_9_0,0,0,0
C5_post_9_0,0.6666666666666666,2.990715002328932e-06,364.0
C5_post_9_1,0.6666666666666666,1.5902261044562715e-06,176.0
C5_p-post_9_0,0.3993610223642173,3.0234746015878163e-06,192.0
C5_p-pre_10_0,2.5,3.7244667601073294e-06,144.0
C5_pre_10_0,2.0,3.7244667601073294e-06,104.0
C5_pre_10_1,2.0,3.144878747512202e-06,128.0
C5_prep_10_0,0,0,0
C5_mov_10_0,0.3333333333333333,2.645528863339908e-06,124.0
C5_rel_10_0,0,0,0
C5_post_10_0,0,0,0
C5_p-post_10_0,0,0,0
C5_p-pre_11_0,0,0,0
C5_pre_11_0,1.0,1.873342518366223e-06,112.0
C5_prep_11_0,0,0,0
C5_mov_11_0,0.6666666666666666,1.6103225089676585e-06,144.0
C5_mov_11_1,0.6666666666666666,1.269121305811029e-06,140.0
C5_rel_11_0,0.6666666666666666,1.5469198985009128e-06,112.0
C5_post_11_0,0,0,0
C5_p-post_11_0,0.3993610223642173,1.826140928612744e-06,124.0
C5_p-pre_12_0,0,0,0
C5_pre_12_0,0,0,0
C5_prep_12_0,0,0,0
C5_mov_12_0,0.6666666666666666,2.7976230624522865e-06,144.0
C5_mov_12_1,0.6666666666666666,1.3335791348802785e-06,112.0
C5_rel_12_0,0,0,0
C5_post_12_0,0.3333333333333333,1.0888776890448817e-06,132.0
C5_p-post_12_0,0,0,0
C5_p-pre_13_0,0,0,0
C5_pre_13_0,1.0,1.6703441827468775e-06,104.0
C5_prep_13_0,1.6666666666666667,1.7398302712759892e-06,120.0
C5_mov_13_0,0.3333333333333333,2.5804485659847527e-06,120.0
C5_rel_13_0,0,0,0
C5_post_13_0,0,0,0
C5_p-post_13_0,0.7987220447284346,1.387837183416898e-06,128.0
C5_p-post_13_1,0.7987220447284346,1.082555608770859e-06,104.0
C5_p-pre_14_0,0,0,0
C5_pre_14_0,0,0,0
C5_prep_14_0,0,0,0
C5_mov_14_0,0.6666666666666666,1.7990529563536486e-06,108.0
C5_mov_14_1,0.6666666666666666,2.359000019975768e-06,108.0
C5_rel_14_0,0.6666666666666666,2.359000019975768e-06,120.0
C5_post_14_0,0,0,0
C5_p-post_14_0,0.3993610223642173,1.568141455970164e-06,212.0
C5_p-pre_15_0,0,0,0
C5_pre_15_0,0,0,0
C5_prep_15_0,0,0,0
C5_mov_15_0,0.3333333333333333,1.6868841573665106e-06,140.0
C5_rel_15_0,0.6666666666666666,1.4955561787495253e-06,104.0
C5_post_15_0,0,0,0
C5_p-post_15_0,0.3993610223642173,1.942341071001758e-06,104.0
C5_p-pre_16_0,0,0,0
C5_pre_16_0,1.0,1.103759392669906e-06,116.0
C5_prep_16_0,0,0,0
C5_mov_16_0,0.3333333333333333,2.0628777332801424e-06,120.0
C5_rel_16_0,0,0,0
C5_post_16_0,0,0,0
C5_p-post_16_0,0.7987220447284346,6.382810897576216e-07,104.0
C5_p-post_16_1,0.7987220447284346,1.213063330553416e-06,104.0
C5_p-pre_17_0,0,0,0
C5_pre_17_0,0,0,0
C5_prep_17_0,0,0,0
C5_mov_17_0,0.3333333333333333,3.6044348462864383e-06,200.0
C5_rel_17_0,0,0,0
C5_post_17_0,0.3333333333333333,1.7131003016917475e-06,120.0
C5_p-post_17_0,0,0,0
C5_p-pre_18_0,0,0,0
C5_pre_18_0,0,0,0
C5_prep_18_0,0,0,0
C5_mov_18_0,0.3333333333333333,1.3940259588441656e-06,148.0
C5_rel_18_0,0,0,0
C5_post_18_0,0.3333333333333333,1.8591984673519157e-06,128.0
C5_p-post_18_0,0.3993610223642173,1.3580926324978022e-06,164.0
C5_p-pre_19_0,2.5,1.949150356898479e-06,160.0
C5_pre_19_0,0,0,0
C5_prep_19_0,0,0,0
C5_mov_19_0,0.3333333333333333,3.6918374253584386e-06,104.0
C5_rel_19_0,0.6666666666666666,3.6918374253584386e-06,112.0
C5_post_19_0,0.6666666666666666,2.5866371400531865e-06,224.0
C5_post_19_1,0.6666666666666666,2.321065033179122e-06,132.0
C5_p-post_19_0,1.1980830670926517,1.301697221698782e-06,104.0
C5_p-post_19_1,1.1980830670926517,3.5946512226711863e-06,108.0
C5_p-post_19_2,1.1980830670926517,2.053520424843484e-06,180.0
C5_p-pre_20_0,0,0,0
C5_pre_20_0,0,0,0
C5_prep_20_0,0,0,0
C5_mov_20_0,0,0,0
C5_rel_20_0,0.6666666666666666,1.6739547470937886e-06,108.0
C5_post_20_0,0.3333333333333333,1.7481452402441274e-06,112.0
C5_p-post_20_0,0.7987220447284346,1.7481452402441274e-06,116.0
C5_p-post_20_1,0.7987220447284346,2.808730497680048e-06,164.0
C5_p-pre_21_0,0,0,0
C5_pre_21_0,0,0,0
C5_prep_21_0,0,0,0
C5_mov_21_0,0.3333333333333333,1.423590622996488e-06,112.0
C5_rel_21_0,0,0,0
C5_post_21_0,0.3333333333333333,1.7240238878720948e-06,124.0
C5_p-post_21_0,0,0,0
C5_p-pre_22_0,2.5,1.63793947847232e-06,144.0
C5_pre_22_0,0,0,0
C5_prep_22_0,1.6666666666666667,2.7477792392678623e-06,152.0
C5_mov_22_0,0.6666666666666666,1.1543620971978846e-06,120.0
