,rate,ampl,duration
C5_mov_22_1,0.6666666666666666,2.0062481906090286e-06,104.0
C5_rel_22_0,0,0,0
C5_post_22_0,0.6666666666666666,3.26394051314034e-06,108.0
C5_post_22_1,0.6666666666666666,2.280000025370782e-06,136.0
C5_p-post_22_0,0.7987220447284346,2.280000025370782e-06,140.0
C5_p-post_22_1,0.7987220447284346,1.8696199424618201e-06,132.0
C5_p-pre_23_0,2.5,3.7642854878386974e-06,220.0
C5_pre_23_0,1.0,3.7642854878386974e-06,160.0
C5_prep_23_0,0,0,0
C5_mov_23_0,0,0,0
C5_rel_23_0,0,0,0
C5_post_23_0,0.3333333333333333,1.519627142904355e-06,124.0
C5_p-post_23_0,0.7987220447284346,3.022110232281542e-06,268.0
C5_p-post_23_1,0.7987220447284346,2.1775821692706835e-06,104.0
C5_p-pre_24_0,2.5,8.931045596242479e-07,104.0
C5_pre_24_0,0,0,0
C5_prep_24_0,0,0,0
C5_mov_24_0,0.6666666666666666,1.4870852047029849e-06,128.0
C5_mov_24_1,0.6666666666666666,1.2634972532091696e-06,144.0
C5_rel_24_0,0,0,0
C5_post_24_0,0.3333333333333333,2.6439884952190883e-06,124.0
C5_p-post_24_0,0.7987220447284346,1.3831602918917798e-06,128.0
C5_p-post_24_1,0.7987220447284346,2.3644072833247398e-06,128.0
C5_p-pre_25_0,0,0,0
C5_pre_25_0,0,0,0
C5_prep_25_0,1.6666666666666667,1.1565020332611647e-06,104.0
C5_mov_25_0,0.6666666666666666,1.887670339114539e-06,160.0
C5_mov_25_1,0.6666666666666666,1.030869312785566e-06,104.0
C5_rel_25_0,0.6666666666666666,1.7505622090761244e-06,140.0
C5_post_25_0,0.3333333333333333,1.7937487820489793e-06,192.0
C5_p-post_25_0,0.7987220447284346,2.367656299860914e-06,184.0
C5_p-post_25_1,0.7987220447284346,1.4248925128691126e-06,148.0
C5_p-pre_26_0,0,0,0
C5_pre_26_0,0,0,0
C5_prep_26_0,0,0,0
C5_mov_26_0,0.3333333333333333,1.3413937280379667e-06,104.0
C5_rel_26_0,0.6666666666666666,1.7323229202097508e-06,120.0
C5_post_26_0,0.6666666666666666,2.564241549054061e-06,160.0
C5_post_26_1,0.6666666666666666,2.827115508464579e-06,108.0
C5_p-post_26_0,0.3993610223642173,1.8620277409194284e-06,104.0
C5_p-pre_27_0,0,0,0
C5_pre_27_0,1.0,2.1753662726575784e-06,112.0
C5_prep_27_0,3.3333333333333335,1.4395993621947561e-06,108.0
C5_prep_27_1,3.3333333333333335,1.3010502581780712e-06,124.0
C5_mov_27_0,0.3333333333333333,8.29791851630114e-07,112.0
C5_rel_27_0,0.6666666666666666,2.9155022464787716e-06,108.0
C5_post_27_0,0,0,0
C5_p-post_27_0,0.3993610223642173,2.0119808189298982e-06,148.0
C1_p-pre_1_0,0,0,0
C1_pre_1_0,1.0,1.987841898725788e-06,128.0
C1_prep_1_0,1.6666666666666667,1.987841898725788e-06,128.0
C1_mov_1_0,0,0,0
C1_rel_1_0,0.6666666666666666,7.807642833015822e-07,120.0
C1_post_1_0,0.3333333333333333,2.5624302984214406e-06,124.0
C1_p-post_1_0,0,0,0
C1_p-pre_2_0,0,0,0
C1_pre_2_0,1.0,2.220946406974959e-06,116.0
C1_prep_2_0,0,0,0
C1_mov_2_0,0,0,0
C1_rel_2_0,0,0,0
C1_post_2_0,0.3333333333333333,3.786863895609035e-06,336.0
C1_p-post_2_0,0.3993610223642173,3.1599030343259275e-06,104.0
C1_p-pre_3_0,0,0,0
C1_pre_3_0,0,0,0
C1_prep_3_0,0,0,0
C1_mov_3_0,0.6666666666666666,1.332174710544566e-06,104.0
C1_mov_3_1,0.6666666666666666,1.3708089300214317e-06,140.0
C1_rel_3_0,0,0,0
C1_post_3_0,0.3333333333333333,2.8748214159962347e-06,104.0
C1_p-post_3_0,0.3993610223642173,1.3300708444679373e-06,108.0
C1_p-pre_4_0,0,0,0
C1_pre_4_0,0,0,0
C1_prep_4_0,0,0,0
C1_mov_4_0,0,0,0
C1_rel_4_0,0,0,0
C1_post_4_0,0,0,0
C1_p-post_4_0,0,0,0
C1_p-pre_5_0,0,0,0
C1_pre_5_0,0,0,0
C1_prep_5_0,1.6666666666666667,1.8739909653924377e-06,164.0
C1_mov_5_0,0.3333333333333333,1.9264607182640914e-06,136.0
C1_rel_5_0,0,0,0
C1_post_5_0,0.3333333333333333,2.451133751539097e-06,160.0
C1_p-post_5_0,0.3993610223642173,2.0662825181885334e-06,204.0
C1_p-pre_6_0,0,0,0
C1_pre_6_0,0,0,0
C1_prep_6_0,0,0,0
C1_mov_6_0,0.6666666666666666,1.2551976971972986e-06,164.0
C1_mov_6_1,0.6666666666666666,1.8369236840419881e-06,180.0
C1_rel_6_0,0,0,0
C1_post_6_0,0.3333333333333333,1.4880534079215226e-06,144.0
C1_p-post_6_0,0.3993610223642173,3.1750251325026016e-06,180.0
C1_p-pre_7_0,0,0,0
C1_pre_7_0,1.0,1.0983658365573618e-06,144.0
C1_prep_7_0,0,0,0
C1_mov_7_0,0.3333333333333333,1.717983286591367e-06,128.0
C1_rel_7_0,1.3333333333333333,1.270843367984256e-06,112.0
C1_rel_7_1,1.3333333333333333,1.6644450216946755e-06,120.0
C1_post_7_0,0.3333333333333333,2.3687919981236855e-06,148.0
C1_p-post_7_0,0,0,0
C1_p-pre_8_0,0,0,0
C1_pre_8_0,0,0,0
C1_prep_8_0,0,0,0
C1_mov_8_0,0,0,0
C1_rel_8_0,0.6666666666666666,2.5125717220847787e-06,160.0
C1_post_8_0,0.6666666666666666,9.245047291729251e-07,152.0
C1_post_8_1,0.6666666666666666,1.038865346424313e-06,104.0
C1_p-post_8_0,0,0,0
C1_p-pre_9_0,0,0,0
C1_pre_9_0,0,0,0
C1_prep_9_0,0,0,0
C1_mov_9_0,1.0,2.3274821747181413e-06,116.0
C1_mov_9_1,1.0,1.4122081171795825e-06,116.0
C1_mov_9_2,1.0,1.5256811129849997e-06,152.0
C1_rel_9_0,0.6666666666666666,2.2661588821446873e-06,156.0
C1_post_9_0,0.3333333333333333,2.440489431737425e-06,116.0
C1_p-post_9_0,0.7987220447284346,3.635449658429354e-06,120.0
C1_p-post_9_1,0.7987220447284346,2.9036748448989146e-06,104.0
C1_p-pre_10_0,0,0,0
C1_pre_10_0,0,0,0
C1_prep_10_0,1.6666666666666667,1.8468783057878785e-06,124.0
C1_mov_10_0,0,0,0
C1_rel_10_0,0,0,0
C1_post_10_0,0.3333333333333333,1.6958575898597687e-06,108.0
C1_p-post_10_0,0,0,0
C1_p-pre_11_0,0,0,0
C1_pre_11_0,1.0,2.0893990608416003e-06,124.0
C1_prep_11_0,0,0,0
C1_mov_11_0,0,0,0
C1_rel_11_0,0,0,0
C1_post_11_0,0,0,0
C1_p-post_11_0,0.3993610223642173,2.2346721480748406e-06,108.0
C1_p-pre_12_0,0,0,0
C1_pre_12_0,0,0,0
C1_prep_12_0,0,0,0
C1_mov_12_0,0,0,0
C1_rel_12_0,0.6666666666666666,9.555266834800128e-07,120.0
C1_post_12_0,0,0,0
C1_p-post_12_0,0.3993610223642173,2.526567058474488e-06,120.0
C1_p-pre_13_0,0,0,0
C1_pre_13_0,1.0,3.2846503588976184e-06,120.0
C1_prep_13_0,1.6666666666666667,2.3385335729766493e-06,132.0
C1_mov_13_0,1.0,2.9515278588446203e-06,156.0
C1_mov_13_1,1.0,1.1814262697065522e-06,108.0
C1_mov_13_2,1.0,1.9713697036908047e-06,136.0
C1_rel_13_0,0,0,0
C1_post_13_0,0.3333333333333333,1.7440405078571364e-06,120.0
C1_p-post_13_0,1.1980830670926517,2.0170524890363255e-06,104.0
C1_p-post_13_1,1.1980830670926517,1.7207612690123407e-06,128.0
C1_p-post_13_2,1.1980830670926517,2.0007990629186095e-06,136.0
C1_p-pre_14_0,0,0,0
C1_pre_14_0,1.0,2.5463420000945072e-06,116.0
C1_prep_14_0,1.6666666666666667,2.5463420000945072e-06,288.0
C1_mov_14_0,0.3333333333333333,1.7380233912139228e-06,132.0
C1_rel_14_0,0.6666666666666666,1.2154351936762706e-06,128.0
C1_post_14_0,0.3333333333333333,1.9123005370158285e-06,124.0
C1_p-post_14_0,1.1980830670926517,1.7219675007582957e-06,112.0
C1_p-post_14_1,1.1980830670926517,2.504309954003711e-06,104.0
C1_p-post_14_2,1.1980830670926517,2.950140492790822e-06,148.0
C1_p-pre_15_0,0,0,0
C1_pre_15_0,0,0,0
C1_prep_15_0,0,0,0
C1_mov_15_0,0.3333333333333333,1.2204741927080094e-06,124.0
C1_rel_15_0,0.6666666666666666,1.8267712241742982e-06,144.0
C1_post_15_0,1.0,1.4483924630593826e-06,116.0
C1_post_15_1,1.0,2.785080954603921e-06,136.0
C1_post_15_2,1.0,2.7309916802383916e-06,104.0
C1_p-post_15_0,0.7987220447284346,2.0177379697270094e-06,112.0
C1_p-post_15_1,0.7987220447284346,1.6690425627317611e-06,112.0
C1_p-pre_16_0,0,0,0
C1_pre_16_0,1.0,2.3245489887922737e-06,132.0
C1_prep_16_0,1.6666666666666667,1.0634929455869644e-06,112.0
C1_mov_16_0,0.3333333333333333,9.27940786988771e-07,120.0
C1_rel_16_0,0,0,0
C1_post_16_0,0.6666666666666666,7.420278996977865e-07,120.0
C1_post_16_1,0.6666666666666666,2.0074760261892995e-06,120.0
C1_p-post_16_0,0,0,0
C1_p-pre_17_0,2.5,2.185465874876688e-06,112.0
C1_pre_17_0,1.0,2.185465874876688e-06,128.0
C1_prep_17_0,0,0,0
C1_mov_17_0,0.6666666666666666,1.8368595706040709e-06,116.0
C1_mov_17_1,0.6666666666666666,8.195061100865711e-07,172.0
C1_rel_17_0,0,0,0
C1_post_17_0,1.0,2.4301625506831405e-06,128.0
C1_post_17_1,1.0,1.1164866028135139e-06,128.0
C1_post_17_2,1.0,2.553629126022922e-06,136.0
C1_p-post_17_0,0.7987220447284346,2.057736513450388e-06,116.0
C1_p-post_17_1,0.7987220447284346,2.2609783334011414e-06,140.0
C1_p-pre_18_0,0,0,0
C1_pre_18_0,0,0,0
C1_prep_18_0,1.6666666666666667,2.6656817972294312e-06,148.0
C1_mov_18_0,1.0,2.6656817972294312e-06,244.0
C1_mov_18_1,1.0,2.463149064108123e-06,128.0
C1_mov_18_2,1.0,1.11119865363043e-06,116.0
C1_rel_18_0,0.6666666666666666,2.424317140445995e-06,208.0
C1_post_18_0,0.6666666666666666,1.6319985652896484e-06,164.0
C1_post_18_1,0.6666666666666666,1.9057739993859216e-06,144.0
C1_p-post_18_0,0.7987220447284346,2.668344572475546e-06,140.0
C1_p-post_18_1,0.7987220447284346,1.548247481517681e-06,136.0
C1_p-pre_19_0,0,0,0
C1_pre_19_0,2.0,1.8259626992443977e-06,104.0
C1_pre_19_1,2.0,1.460713110832481e-06,112.0
C1_prep_19_0,1.6666666666666667,1.460713110832481e-06,144.0
C1_mov_19_0,0.6666666666666666,2.787961631910555e-06,132.0
C1_mov_19_1,0.6666666666666666,2.193531030567121e-06,140.0
C1_rel_19_0,0.6666666666666666,2.4873673426430035e-06,232.0
C1_post_19_0,0.3333333333333333,2.0168734528727865e-06,108.0
C1_p-post_19_0,0.7987220447284346,2.3571973615429576e-06,108.0
C1_p-post_19_1,0.7987220447284346,1.6398392607781843e-06,188.0
C1_p-pre_20_0,0,0,0
C1_pre_20_0,2.0,3.4057625446994097e-06,148.0
C1_pre_20_1,2.0,3.571029875536373e-06,104.0
C1_prep_20_0,1.6666666666666667,1.881656022398494e-06,140.0
C1_mov_20_0,0.3333333333333333,1.2633120789284127e-06,176.0
C1_rel_20_0,0.6666666666666666,1.2633120789284127e-06,176.0
C1_post_20_0,0.6666666666666666,2.333113410818808e-06,156.0
C1_post_20_1,0.6666666666666666,2.525881159027315e-06,112.0
C1_p-post_20_0,0,0,0
C1_p-pre_21_0,0,0,0
C1_pre_21_0,0,0,0
C1_prep_21_0,0,0,0
C1_mov_21_0,0.3333333333333333,2.17615262347323e-06,116.0
C1_rel_21_0,0.6666666666666666,1.4267532043432426e-06,136.0
C1_post_21_0,1.3333333333333333,1.6080977383877392e-06,124.0
C1_post_21_1,1.3333333333333333,1.0912170991839759e-06,116.0
C1_post_21_2,1.3333333333333333,7.98944676035908e-07,120.0
C1_post_21_3,1.3333333333333333,1.452095786096031e-06,112.0
C1_p-post_21_0,0.7987220447284346,2.297203647894995e-06,160.0
C1_p-post_21_1,0.7987220447284346,2.9449966322478743e-06,120.0
C1_p-pre_22_0,0,0,0
C1_pre_22_0,1.0,1.7790359372395596e-06,116.0
C1_prep_22_0,1.6666666666666667,1.6295435230527266e-06,120.0
C1_mov_22_0,0.3333333333333333,1.2854007498765733e-06,136.0
C1_rel_22_0,0,0,0
C1_post_22_0,0.3333333333333333,2.010053774514322e-06,104.0
C1_p-post_22_0,0,0,0
C1_p-pre_23_0,0,0,0
C1_pre_23_0,0,0,0
C1_prep_23_0,0,0,0
C1_mov_23_0,0.3333333333333333,8.537751076171069e-07,128.0
C1_rel_23_0,0,0,0
C1_post_23_0,0.6666666666666666,1.5095645981223177e-06,172.0
C1_post_23_1,0.6666666666666666,3.455253949434065e-06,220.0
C1_p-post_23_0,0.7987220447284346,1.2200833513755732e-06,152.0
C1_p-post_23_1,0.7987220447284346,1.4500632937063446e-06,148.0
C1_p-pre_24_0,2.5,9.219114408008313e-07,112.0
C1_pre_24_0,1.0,2.0954832898592492e-06,148.0
C1_prep_24_0,1.6666666666666667,1.4308667238600838e-06,128.0
C1_mov_24_0,0.3333333333333333,1.5672635165159068e-06,144.0
C1_rel_24_0,0.6666666666666666,9.995841472279678e-07,168.0
C1_post_24_0,0.3333333333333333,3.7129738374975155e-06,340.0
C1_p-post_24_0,0.3993610223642173,1.6629114028564008e-06,148.0
C1_p-pre_25_0,0,0,0
C1_pre_25_0,0,0,0
C1_prep_25_0,1.6666666666666667,1.590903178632318e-06,152.0
C1_mov_25_0,0.3333333333333333,1.590903178632318e-06,164.0
C1_rel_25_0,0.6666666666666666,1.9961502143034225e-06,180.0
C1_post_25_0,0.6666666666666666,3.736507016611726e-06,164.0
C1_post_25_1,0.6666666666666666,2.145252663845291e-06,152.0
C1_p-post_25_0,0.7987220447284346,1.8755166192136724e-06,124.0
C1_p-post_25_1,0.7987220447284346,1.908195627297201e-06,144.0
C1_p-pre_26_0,0,0,0
C1_pre_26_0,1.0,2.487604597513126e-06,108.0
C1_prep_26_0,0,0,0
C1_mov_26_0,0.3333333333333333,2.3860516927901577e-06,128.0
C1_rel_26_0,2.0,8.72486544389653e-07,116.0
C1_rel_26_1,2.0,1.7381063482152068e-06,108.0
C1_rel_26_2,2.0,9.571951520072516e-07,136.0
C1_post_26_0,0.6666666666666666,1.3949003512820716e-06,120.0
C1_post_26_1,0.6666666666666666,1.8581686188215886e-06,116.0
C1_p-post_26_0,0.7987220447284346,3.2813991995345784e-06,128.0
C1_p-post_26_1,0.7987220447284346,9.085589866674717e-07,104.0
C1_p-pre_27_0,0,0,0
C1_pre_27_0,0,0,0
C1_prep_27_0,0,0,0
C1_mov_27_0,0.3333333333333333,1.5381389260462614e-06,144.0
C1_rel_27_0,1.3333333333333333,1.5381389260462614e-06,148.0
C1_rel_27_1,1.3333333333333333,1.5825333600585761e-06,104.0
C1_post_27_0,0.6666666666666666,3.5092613856638185e-06,124.0
C1_post_27_1,0.6666666666666666,1.8473151424204491e-06,140.0
C1_p-post_27_0,1.1980830670926517,1.8428287296076548e-06,108.0
C1_p-post_27_1,1.1980830670926517,1.267926252508891e-06,124.0
C1_p-post_27_2,1.1980830670926517,1.2213483386165124e-06,148.0
CP3_p-pre_1_0,0,0,0
CP3_pre_1_0,0,0,0
CP3_prep_1_0,0,0,0
CP3_mov_1_0,0.6666666666666666,1.1794194075280862e-06,120.0
CP3_mov_1_1,0.6666666666666666,1.3515489883853826e-06,136.0
CP3_rel_1_0,0,0,0
CP3_post_1_0,0,0,0
CP3_p-post_1_0,0.3993610223642173,2.8477250606342453e-06,196.0
CP3_p-pre_2_0,0,0,0
CP3_pre_2_0,0,0,0
CP3_prep_2_0,0,0,0
CP3_mov_2_0,0.6666666666666666,2.0545592014411266e-06,112.0
CP3_mov_2_1,0.6666666666666666,1.5833160722849624e-06,116.0
CP3_rel_2_0,0,0,0
CP3_post_2_0,0.6666666666666666,1.5935710268086524e-06,104.0
CP3_post_2_1,0.6666666666666666,1.6312179210892979e-06,132.0
CP3_p-post_2_0,0,0,0
CP3_p-pre_3_0,0,0,0
CP3_pre_3_0,0,0,0
CP3_prep_3_0,0,0,0
CP3_mov_3_0,0.6666666666666666,3.3453886604157866e-06,140.0
CP3_mov_3_1,0.6666666666666666,1.0728152033940032e-06,112.0
CP3_rel_3_0,0,0,0
CP3_post_3_0,0.6666666666666666,2.0541146163431314e-06,136.0
CP3_post_3_1,0.6666666666666666,1.4607558506535545e-06,112.0
CP3_p-post_3_0,0.3993610223642173,3.272993977711098e-06,152.0
CP3_p-pre_4_0,0,0,0
CP3_pre_4_0,0,0,0
CP3_prep_4_0,0,0,0
CP3_mov_4_0,0.3333333333333333,1.10902569542013e-06,112.0
CP3_rel_4_0,0.6666666666666666,1.5893664885733881e-06,116.0
CP3_post_4_0,0,0,0
CP3_p-post_4_0,0.3993610223642173,1.7315040496473162e-06,172.0
CP3_p-pre_5_0,0,0,0
CP3_pre_5_0,0,0,0
CP3_prep_5_0,1.6666666666666667,2.5284152613387933e-06,316.0
CP3_mov_5_0,0.3333333333333333,1.9198538727871494e-06,156.0
CP3_rel_5_0,0.6666666666666666,7.274535554830155e-07,108.0
CP3_post_5_0,0,0,0
CP3_p-post_5_0,0,0,0
CP3_p-pre_6_0,0,0,0
CP3_pre_6_0,0,0,0
CP3_prep_6_0,0,0,0
CP3_mov_6_0,0,0,0
CP3_rel_6_0,0.6666666666666666,1.307489506594383e-06,140.0
CP3_post_6_0,0.3333333333333333,2.2582726770448757e-06,156.0
CP3_p-post_6_0,0,0,0
CP3_p-pre_7_0,0,0,0
CP3_pre_7_0,0,0,0
CP3_prep_7_0,0,0,0
CP3_mov_7_0,0.3333333333333333,9.680020880297307e-07,120.0
CP3_rel_7_0,0,0,0
CP3_post_7_0,0,0,0
CP3_p-post_7_0,0.3993610223642173,1.284633734499138e-06,196.0
CP3_p-pre_8_0,2.5,1.5459446380623616e-06,192.0
CP3_pre_8_0,1.0,1.7241117214119039e-06,164.0
CP3_prep_8_0,0,0,0
CP3_mov_8_0,0.3333333333333333,1.1558155962506231e-06,132.0
CP3_rel_8_0,0,0,0
CP3_post_8_0,0,0,0
CP3_p-post_8_0,0.3993610223642173,2.043508607582152e-06,112.0
CP3_p-pre_9_0,0,0,0
CP3_pre_9_0,0,0,0
CP3_prep_9_0,1.6666666666666667,2.0530564588645946e-06,136.0
CP3_mov_9_0,1.0,2.0530564588645946e-06,140.0
CP3_mov_9_1,1.0,1.3187192840225368e-06,140.0
CP3_mov_9_2,1.0,2.2841347479642765e-06,164.0
CP3_rel_9_0,0,0,0
CP3_post_9_0,0.3333333333333333,8.814989853375877e-07,120.0
CP3_p-post_9_0,0.3993610223642173,2.526628865531301e-06,116.0
CP3_p-pre_10_0,0,0,0
CP3_pre_10_0,1.0,1.189034225323043e-06,116.0
CP3_prep_10_0,0,0,0
CP3_mov_10_0,0.3333333333333333,1.019124922817458e-06,176.0
CP3_rel_10_0,0,0,0
CP3_post_10_0,0.6666666666666666,2.0709955113272004e-06,116.0
CP3_post_10_1,0.6666666666666666,1.5438810096480793e-06,104.0
CP3_p-post_10_0,0,0,0
CP3_p-pre_11_0,0,0,0
CP3_pre_11_0,0,0,0
CP3_prep_11_0,0,0,0
CP3_mov_11_0,0,0,0
CP3_rel_11_0,0,0,0
CP3_post_11_0,0.6666666666666666,2.136922602854243e-06,112.0
CP3_post_11_1,0.6666666666666666,1.1312998737579051e-06,152.0
CP3_p-post_11_0,0.3993610223642173,1.3173532808995952e-06,124.0
CP3_p-pre_12_0,0,0,0
CP3_pre_12_0,0,0,0
CP3_prep_12_0,0,0,0
CP3_mov_12_0,0,0,0
CP3_rel_12_0,0.6666666666666666,2.228821167085286e-06,136.0
CP3_post_12_0,0.3333333333333333,1.9067066460677091e-06,136.0
CP3_p-post_12_0,0.3993610223642173,1.2535681476610096e-06,164.0
CP3_p-pre_13_0,0,0,0
CP3_pre_13_0,1.0,1.4008808408662699e-06,104.0
CP3_prep_13_0,1.6666666666666667,8.939188440674537e-07,124.0
CP3_mov_13_0,0.3333333333333333,1.9208650709116737e-06,176.0
CP3_rel_13_0,0,0,0
CP3_post_13_0,0.3333333333333333,2.1694711850859875e-06,132.0
CP3_p-post_13_0,0.3993610223642173,1.491943432199901e-06,148.0
CP3_p-pre_14_0,0,0,0
CP3_pre_14_0,1.0,1.6690977440505244e-06,192.0
CP3_prep_14_0,0,0,0
CP3_mov_14_0,0,0,0
CP3_rel_14_0,0,0,0
CP3_post_14_0,0,0,0
CP3_p-post_14_0,0.3993610223642173,4.272335360009777e-07,160.0
CP3_p-pre_15_0,0,0,0
CP3_pre_15_0,1.0,1.8039439938355294e-06,124.0
CP3_prep_15_0,0,0,0
CP3_mov_15_0,0,0,0
CP3_rel_15_0,0,0,0
CP3_post_15_0,0.3333333333333333,2.102879689264293e-06,116.0
CP3_p-post_15_0,0,0,0
CP3_p-pre_16_0,0,0,0
CP3_pre_16_0,0,0,0
CP3_prep_16_0,1.6666666666666667,7.018108588335749e-07,112.0
CP3_mov_16_0,0.3333333333333333,2.3138441313413393e-06,172.0
CP3_rel_16_0,0,0,0
CP3_post_16_0,0.3333333333333333,1.6881968954425976e-06,164.0
CP3_p-post_16_0,0,0,0
CP3_p-pre_17_0,0,0,0
CP3_pre_17_0,0,0,0
CP3_prep_17_0,0,0,0
CP3_mov_17_0,0.3333333333333333,7.070490103414547e-07,156.0
CP3_rel_17_0,0.6666666666666666,1.6643483023115135e-06,120.0
CP3_post_17_0,0,0,0
CP3_p-post_17_0,0.3993610223642173,2.6385550656160017e-06,312.0
CP3_p-pre_18_0,0,0,0
CP3_pre_18_0,0,0,0
CP3_prep_18_0,0,0,0
CP3_mov_18_0,0.3333333333333333,1.4303580897302921e-06,108.0
CP3_rel_18_0,0.6666666666666666,1.380094190982798e-06,132.0
CP3_post_18_0,0,0,0
CP3_p-post_18_0,0.3993610223642173,9.56311221547469e-07,128.0
CP3_p-pre_19_0,2.5,7.971022151038181e-07,132.0
CP3_pre_19_0,1.0,1.7938344122868833e-06,112.0
CP3_prep_19_0,0,0,0
CP3_mov_19_0,0.3333333333333333,1.2979875496349936e-06,124.0
CP3_rel_19_0,0,0,0
CP3_post_19_0,0,0,0
CP3_p-post_19_0,0.3993610223642173,1.7246351730680135e-06,188.0
CP3_p-pre_20_0,2.5,1.7073259510202053e-06,128.0
CP3_pre_20_0,0,0,0
CP3_prep_20_0,1.6666666666666667,1.5193898831475411e-06,108.0
CP3_mov_20_0,0,0,0
CP3_rel_20_0,0,0,0
CP3_post_20_0,0.6666666666666666,1.5189112208863186e-06,120.0
CP3_post_20_1,0.6666666666666666,1.5721460526789515e-06,152.0
CP3_p-post_20_0,0,0,0
CP3_p-pre_21_0,0,0,0
CP3_pre_21_0,1.0,2.5035959014922264e-06,124.0
CP3_prep_21_0,0,0,0
CP3_mov_21_0,0.6666666666666666,1.6829510218053876e-06,136.0
CP3_mov_21_1,0.6666666666666666,1.4759377235569469e-06,160.0
CP3_rel_21_0,0,0,0
CP3_post_21_0,0.3333333333333333,1.5707263110506237e-06,136.0
CP3_p-post_21_0,0.3993610223642173,6.796202295505952e-07,104.0
CP3_p-pre_22_0,0,0,0
CP3_pre_22_0,1.0,3.3202765079786083e-06,116.0
CP3_prep_22_0,0,0,0
CP3_mov_22_0,0.3333333333333333,1.0713314365375543e-06,104.0
CP3_rel_22_0,0.6666666666666666,1.3807989394249834e-06,156.0
CP3_post_22_0,0.6666666666666666,3.0243870720967455e-06,152.0
CP3_post_22_1,0.6666666666666666,2.31984608104479e-06,192.0
CP3_p-post_22_0,0.7987220447284346,2.31984608104479e-06,188.0
CP3_p-post_22_1,0.7987220447284346,1.270128787015705e-06,108.0
CP3_p-pre_23_0,0,0,0
CP3_pre_23_0,1.0,1.1860890278135507e-06,120.0
CP3_prep_23_0,0,0,0
CP3_mov_23_0,0,0,0
CP3_rel_23_0,0.6666666666666666,1.7133391508987495e-06,172.0
CP3_post_23_0,0.3333333333333333,7.729479385901813e-07,104.0
CP3_p-post_23_0,0.3993610223642173,1.913941670047986e-06,176.0
CP3_p-pre_24_0,0,0,0
CP3_pre_24_0,1.0,6.986732169467957e-07,104.0
CP3_prep_24_0,0,0,0
CP3_mov_24_0,0.3333333333333333,7.543295745026855e-07,112.0
CP3_rel_24_0,0,0,0
CP3_post_24_0,0.3333333333333333,2.3313361198048218e-06,152.0
CP3_p-post_24_0,0,0,0
CP3_p-pre_25_0,0,0,0
CP3_pre_25_0,0,0,0
CP3_prep_25_0,0,0,0
CP3_mov_25_0,0,0,0
CP3_rel_25_0,0.6666666666666666,1.1805110188228992e-06,112.0
CP3_post_25_0,0.3333333333333333,2.553951133205393e-06,192.0
CP3_p-post_25_0,0.3993610223642173,2.048796805473529e-06,124.0
CP3_p-pre_26_0,2.5,8.375340123762214e-07,116.0
CP3_pre_26_0,1.0,8.375340123762214e-07,120.0
CP3_prep_26_0,0,0,0
CP3_mov_26_0,0.6666666666666666,1.0447533308942968e-06,152.0
CP3_mov_26_1,0.6666666666666666,1.3924808948069068e-06,168.0
CP3_rel_26_0,1.3333333333333333,9.68301653833267e-07,128.0
CP3_rel_26_1,1.3333333333333333,9.8013483417018e-07,152.0
CP3_post_26_0,0.3333333333333333,1.970905694169857e-06,144.0
CP3_p-post_26_0,0.3993610223642173,1.691720548389876e-06,104.0
CP3_p-pre_27_0,0,0,0
CP3_pre_27_0,0,0,0
CP3_prep_27_0,0,0,0
CP3_mov_27_0,0,0,0
CP3_rel_27_0,0,0,0
CP3_post_27_0,0.3333333333333333,2.96851522876404e-06,180.0
CP3_p-post_27_0,0.7987220447284346,1.290990202083657e-06,124.0
CP3_p-post_27_1,0.7987220447284346,8.246107129228176e-07,148.0
